report_id,days_policy_to_claim,claim_amount,sum_insured,claim_count_1y,was_investigated,policy_count,label,manual_decision,decision_time,feedback_label,risk_score,risk_level
R1314,120,13827.142931211129,200000,1,1,3,0,,,,0.8548205,🔴 高风险
R1315,206,32022.49003361171,500000,3,0,2,1,,,,0.9465867,🔴 高风险
R1316,149,32065.357234543026,50000,0,0,2,0,,,,0.28350043,🟢 低风险
R1317,263,22690.52693015707,500000,0,0,1,0,,,,0.33175316,🟢 低风险
R1318,17,10998.39772126337,100000,1,0,1,1,,,,0.90470994,🔴 高风险
R1319,12,15865.512965282049,50000,1,0,2,1,,,,0.8861652,🔴 高风险
R1320,56,22863.867439553906,50000,2,0,3,1,,,,0.27759278,🟢 低风险
R1321,34,18114.05170852512,50000,2,0,1,0,,,,0.689846,🟠 中风险
R1322,410,29389.57178234852,500000,0,0,1,1,,,,0.79113597,🟠 中风险
R1323,49,4702.259198906637,200000,1,0,4,0,,,,0.49729165,🟢 低风险
R1324,744,5057.364709337613,200000,1,0,1,0,,,,0.44873068,🟢 低风险
R1325,82,21808.711114824324,200000,0,0,1,0,,,,0.42763656,🟢 低风险
R1326,40,15084.555861930954,100000,0,0,4,1,,,,0.6008599,🟠 中风险
R1327,311,13729.513853022592,50000,1,0,2,0,,,,0.42844903,🟢 低风险
R1328,215,2319.432808256028,200000,0,0,4,0,,,,0.41999707,🟢 低风险
R1329,137,20195.45844798182,200000,4,0,4,1,,,,0.97517073,🔴 高风险
R1330,162,19472.448919992345,50000,2,0,2,1,,,,0.48223194,🟢 低风险
R1331,254,26534.78981951741,100000,1,0,2,1,,,,0.43428817,🟢 低风险
R1332,51,20689.06133120972,500000,1,0,4,0,,,,0.46919486,🟢 低风险
R1333,1121,18673.95921759503,500000,0,0,3,1,,,,0.49948,🟢 低风险
R1334,736,31770.00636790337,500000,0,0,1,1,,,,0.49914008,🟢 低风险
R1335,210,6875.326965514501,50000,0,0,1,1,,,,0.2922571,🟢 低风险
R1336,44,25363.89218847576,100000,2,0,1,1,,,,0.5702953,🟠 中风险
R1337,228,3288.5283520465127,50000,0,0,2,0,,,,0.5401635,🟠 中风险
R1338,14,11616.381199991923,500000,0,1,1,1,,,,0.9537255,🔴 高风险
R1339,6,7873.428673766863,200000,1,0,2,1,,,,0.9579449,🔴 高风险
R1340,59,27819.425354519182,200000,3,0,2,1,,,,0.86831,🔴 高风险
R1341,124,19345.89766404606,200000,2,0,3,1,,,,0.60435605,🟠 中风险
R1342,405,19864.96755407024,500000,2,0,1,0,,,,0.34944943,🟢 低风险
R1343,259,8932.670122705491,100000,3,1,2,1,,,,0.98903614,🔴 高风险
R1344,271,17003.065040671107,500000,0,0,1,0,,,,0.3192259,🟢 低风险
R1345,110,12365.346966908884,50000,1,0,2,1,,,,0.4962083,🟢 低风险
R1346,84,23834.55014854216,100000,0,0,4,0,,,,0.5522535,🟠 中风险
R1347,92,10089.088646683864,200000,0,0,2,0,,,,0.29520383,🟢 低风险
R1348,878,33297.94365205076,100000,1,0,2,1,,,,0.52202725,🟠 中风险
R1349,8,3244.195503759056,100000,0,0,2,1,,,,0.9609277,🔴 高风险
R1350,403,11934.801675434386,500000,0,0,4,1,,,,0.49731147,🟢 低风险
R1351,172,36772.00509966096,100000,2,0,3,0,,,,0.46042326,🟢 低风险
R1352,115,15648.612520379656,500000,0,0,1,1,,,,0.45872802,🟢 低风险
R1353,258,6851.213355955881,50000,3,0,4,1,,,,0.90786874,🔴 高风险
R1354,133,22190.715625376688,100000,1,0,1,0,,,,0.40685531,🟢 低风险
R1355,413,15246.077577854578,100000,0,0,4,1,,,,0.6968202,🟠 中风险
R1356,461,11641.297443816942,100000,2,0,2,1,,,,0.6072495,🟠 中风险
R1357,109,9041.291892012829,200000,3,0,4,1,,,,0.98034334,🔴 高风险
R1358,64,47683.73605625943,500000,0,0,1,1,,,,0.76197183,🟠 中风险
R1359,179,17484.480998158637,500000,1,0,1,0,,,,0.34377533,🟢 低风险
R1360,486,1000.0,200000,0,0,1,1,,,,0.81469285,🔴 高风险
R1361,47,34937.097590055346,500000,2,1,3,1,,,,0.85657966,🔴 高风险
R1362,195,26110.709051105707,50000,1,0,4,0,,,,0.4333163,🟢 低风险
R1363,199,12335.335689802125,200000,0,0,2,1,,,,0.5131019,🟠 中风险
R1364,264,10668.809113138585,500000,2,0,4,0,,,,0.53739107,🟠 中风险
R1365,28,26734.727961582303,50000,0,0,3,1,,,,0.8399135,🔴 高风险
R1366,251,17530.816725105455,500000,0,0,1,0,,,,0.19528942,🟢 低风险
R1367,479,1000.0,200000,2,0,1,1,,,,0.8216094,🔴 高风险
R1368,39,37872.39964604669,500000,0,0,3,0,,,,0.2027823,🟢 低风险
R1369,54,15660.09537784043,50000,2,0,4,1,,,,0.73041046,🟠 中风险
R1370,710,34955.71736482426,50000,0,1,2,1,,,,0.85245484,🔴 高风险
R1371,39,32784.34957965715,50000,2,0,1,0,,,,0.18916528,🟢 低风险
R1372,385,9989.904555171855,500000,0,1,3,1,,,,0.9207063,🔴 高风险
R1373,135,30331.89864363148,200000,2,0,3,0,,,,0.30762002,🟢 低风险
R1374,56,13485.574501363188,500000,1,0,2,0,,,,0.46537873,🟢 低风险
R1375,409,1332.9941319605823,100000,0,0,3,0,,,,0.27233475,🟢 低风险
R1376,117,15754.018339778577,200000,1,0,3,0,,,,0.32651427,🟢 低风险
R1377,144,23976.375017762788,100000,1,0,3,0,,,,0.46024093,🟢 低风险
R1378,89,15372.63352003662,500000,0,0,1,1,,,,0.46022865,🟢 低风险
R1379,179,16929.516590748986,200000,1,0,1,0,,,,0.28762013,🟢 低风险
R1380,35,31435.66044928613,100000,1,0,4,1,,,,0.8099641,🔴 高风险
R1381,99,21064.93980290092,500000,0,0,2,1,,,,0.48681065,🟢 低风险
R1382,697,11567.016887150476,200000,0,0,3,1,,,,0.8143361,🔴 高风险
R1383,59,27020.303236673262,50000,2,0,3,0,,,,0.5224185,🟠 中风险
R1384,213,21976.75566954245,50000,1,0,1,0,,,,0.5168941,🟠 中风险
R1385,78,1000.0,50000,2,0,1,1,,,,0.7627935,🟠 中风险
R1386,296,24283.52913771449,100000,2,1,1,1,,,,0.87931603,🔴 高风险
R1387,28,23918.287077161018,100000,2,0,2,1,,,,0.9674058,🔴 高风险
R1388,700,20201.2112958086,500000,0,0,1,1,,,,0.61831325,🟠 中风险
R1389,120,28917.00581069575,50000,0,0,3,0,,,,0.4460899,🟢 低风险
R1390,53,13276.064156734978,100000,0,0,3,1,,,,0.50167036,🟠 中风险
R1391,15,23364.997888209007,50000,1,0,3,1,,,,0.8810874,🔴 高风险
R1392,37,4330.406288326472,500000,2,0,4,0,,,,0.16290274,🟢 低风险
R1393,146,24070.90383398832,200000,1,0,2,1,,,,0.44636634,🟢 低风险
R1394,82,39530.59695539896,100000,1,0,3,1,,,,0.5477637,🟠 中风险
R1395,353,10051.436475324588,100000,2,0,3,1,,,,0.52376896,🟠 中风险
R1396,112,12401.978680122247,200000,2,0,3,1,,,,0.43756425,🟢 低风险
R1397,57,12899.845571084476,100000,0,0,1,0,,,,0.51966405,🟠 中风险
R1398,192,21299.98225801596,500000,0,0,3,1,,,,0.46754894,🟢 低风险
R1399,245,9369.637271462818,100000,2,0,1,1,,,,0.54183924,🟠 中风险
R1400,36,24212.473786909803,100000,1,0,1,0,,,,0.7307998,🟠 中风险
R1401,36,28468.39945469165,200000,0,0,2,1,,,,0.7503449,🟠 中风险
R1402,7,25343.47213453784,500000,1,0,2,1,,,,0.8410551,🔴 高风险
R1403,266,2315.8457436192766,50000,2,0,3,1,,,,0.8499136,🔴 高风险
R1404,218,29951.67665158606,50000,0,0,2,0,,,,0.28911972,🟢 低风险
R1405,128,29373.6741425368,200000,0,0,1,0,,,,0.5496318,🟠 中风险
R1406,371,28301.613723463044,500000,1,0,1,1,,,,0.6825851,🟠 中风险
R1407,327,23728.42248655825,200000,1,0,3,0,,,,0.5983771,🟠 中风险
R1408,176,22201.89314205133,200000,0,0,3,0,,,,0.40234613,🟢 低风险
R1409,405,30323.89398126397,50000,0,0,3,1,,,,0.6237808,🟠 中风险
R1410,46,39235.13487603454,500000,1,0,1,0,,,,0.11789014,🟢 低风险
R1411,23,10469.5953663515,500000,0,0,1,1,,,,0.96454495,🔴 高风险
R1412,62,30781.25395794772,200000,2,0,3,1,,,,0.48175085,🟢 低风险
R1413,11,19137.82901992548,50000,2,0,3,1,,,,0.86505485,🔴 高风险
R1414,151,18703.269479713992,500000,0,0,1,1,,,,0.5207078,🟠 中风险
R1415,551,4634.693096179617,200000,1,0,2,1,,,,0.5160284,🟠 中风险
R1416,8,17152.10590484605,100000,0,0,1,1,,,,0.8510344,🔴 高风险
R1417,26,10027.350420315846,50000,3,0,2,1,,,,0.9974516,🔴 高风险
R1418,120,15361.455704940545,500000,1,0,3,0,,,,0.31744578,🟢 低风险
R1419,543,9018.1361622185,500000,0,0,1,1,,,,0.71861744,🟠 中风险
R1420,76,15510.916126869935,500000,1,0,3,0,,,,0.41822883,🟢 低风险
R1421,141,15938.896429765968,50000,3,0,3,1,,,,0.9747567,🔴 高风险
R1422,8,20967.549184388005,200000,1,0,3,1,,,,0.8888282,🔴 高风险
R1423,32,3852.50137708669,100000,1,0,4,1,,,,0.6269572,🟠 中风险
R1424,862,5544.818522546766,500000,1,0,4,1,,,,0.5116106,🟠 中风险
R1425,671,23619.142707305266,50000,1,0,1,1,,,,0.5750481,🟠 中风险
R1426,0,12025.618829299012,500000,0,0,4,0,,,,0.64581543,🟠 中风险
R1427,606,30745.29790229931,200000,1,0,1,1,,,,0.3706564,🟢 低风险
R1428,203,22252.69722015047,100000,0,0,2,0,,,,0.50024444,🟠 中风险
R1429,404,26067.62150206408,500000,2,0,1,0,,,,0.25815088,🟢 低风险
R1430,121,34106.92320420895,50000,2,0,4,1,,,,0.6036315,🟠 中风险
R1431,144,16902.891881934273,200000,2,0,4,0,,,,0.34589133,🟢 低风险
R1432,134,14255.132945837242,100000,2,0,2,0,,,,0.22961542,🟢 低风险
R1433,219,28717.025855988133,50000,0,0,2,0,,,,0.3000938,🟢 低风险
R1434,30,25095.13563929686,500000,2,0,1,1,,,,0.88278854,🔴 高风险
R1435,6,18126.696901786992,50000,4,0,1,1,,,,0.9814284,🔴 高风险
R1436,73,33914.57966955942,100000,3,0,3,1,,,,0.9580735,🔴 高风险
R1437,243,17877.556901600696,200000,0,0,3,1,,,,0.6180911,🟠 中风险
R1438,45,20327.73637555781,200000,0,0,1,0,,,,0.3479718,🟢 低风险
R1439,223,20212.226508342585,500000,0,0,2,0,,,,0.36986384,🟢 低风险
R1440,700,10654.06105101529,500000,2,0,1,0,,,,0.3781641,🟢 低风险
R1441,19,20775.85389486391,500000,2,0,3,1,,,,0.9729058,🔴 高风险
R1442,223,33967.60177398491,500000,0,0,2,1,,,,0.6729329,🟠 中风险
R1443,117,24449.68315376176,100000,2,0,3,0,,,,0.3367801,🟢 低风险
R1444,405,20310.63426398932,500000,0,0,1,1,,,,0.3462756,🟢 低风险
R1445,38,18382.32718834331,50000,0,0,1,0,,,,0.4353748,🟢 低风险
R1446,235,23308.67028406351,100000,2,0,4,1,,,,0.56561446,🟠 中风险
R1447,364,27497.66628489185,100000,1,0,1,1,,,,0.6210126,🟠 中风险
R1448,578,26092.38830889753,500000,1,0,4,1,,,,0.6467676,🟠 中风险
R1449,229,16681.35138178021,100000,0,0,4,0,,,,0.5333627,🟠 中风险
R1450,137,23247.815941101144,50000,3,0,4,1,,,,0.92696184,🔴 高风险
R1451,192,24799.397411482787,100000,0,1,4,1,,,,0.8375627,🔴 高风险
R1452,406,9928.050124730216,100000,0,0,3,0,,,,0.43400508,🟢 低风险
R1453,169,21682.305411836944,50000,0,0,1,0,,,,0.4841308,🟢 低风险
R1454,6,1000.0,50000,1,0,1,1,,,,0.98077893,🔴 高风险
R1455,534,24825.33709821185,100000,1,0,1,0,,,,0.59875846,🟠 中风险
R1456,233,26603.430545626816,200000,1,0,4,1,,,,0.44055074,🟢 低风险
R1457,225,27475.4612578646,100000,1,0,3,1,,,,0.60513705,🟠 中风险
R1458,48,16049.531478304323,50000,2,0,3,1,,,,0.68542117,🟠 中风险
R1459,215,23090.46835024035,50000,1,0,4,0,,,,0.3900825,🟢 低风险
R1460,100,34239.53845541167,50000,1,0,4,1,,,,0.7426464,🟠 中风险
R1461,210,34137.696482912586,200000,2,0,1,0,,,,0.47039053,🟢 低风险
R1462,22,19708.273007734395,50000,0,0,3,1,,,,0.8790091,🔴 高风险
R1463,214,21393.1963072956,500000,0,0,2,0,,,,0.43854555,🟢 低风险
R1464,1488,31109.11144734433,500000,1,0,2,0,,,,0.30922484,🟢 低风险
R1465,9,4991.979847378252,200000,2,0,2,1,,,,0.92805606,🔴 高风险
R1466,755,16769.242573229756,50000,0,0,2,0,,,,0.24061088,🟢 低风险
R1467,104,33355.70455536756,50000,0,0,4,1,,,,0.67092323,🟠 中风险
R1468,409,29752.005416847664,500000,1,0,1,0,,,,0.39322856,🟢 低风险
R1469,305,23692.637776499047,500000,0,0,2,0,,,,0.4688095,🟢 低风险
R1470,167,4941.675946693795,100000,0,0,1,0,,,,0.51883364,🟠 中风险
R1471,268,19500.89766958838,200000,1,0,1,1,,,,0.6212346,🟠 中风险
R1472,421,14100.846037500669,100000,0,0,3,0,,,,0.49971417,🟢 低风险
R1473,103,23310.389028172136,200000,0,0,2,1,,,,0.53025854,🟠 中风险
R1474,79,11906.533152051195,50000,0,0,1,1,,,,0.38121963,🟢 低风险
R1475,220,9742.766050253926,50000,1,0,3,1,,,,0.47450507,🟢 低风险
R1476,329,1000.0,200000,1,0,4,0,,,,0.22136901,🟢 低风险
R1477,287,32218.04684976701,100000,1,1,1,1,,,,0.8748587,🔴 高风险
R1478,319,16002.294885569425,500000,4,0,1,1,,,,0.9025985,🔴 高风险
R1479,114,21571.457837025344,200000,0,0,3,0,,,,0.36006337,🟢 低风险
R1480,340,19977.61883525819,200000,0,0,1,1,,,,0.47283578,🟢 低风险
R1481,25,9325.660670395006,200000,0,0,4,1,,,,0.97130436,🔴 高风险
R1482,157,7409.350885518066,50000,0,0,4,0,,,,0.6152238,🟠 中风险
R1483,1,9946.848740027644,200000,1,0,3,1,,,,0.84741324,🔴 高风险
R1484,78,12768.315611706072,50000,1,0,2,0,,,,0.29042175,🟢 低风险
R1485,91,23666.06247013805,500000,2,0,1,0,,,,0.47030982,🟢 低风险
R1486,100,12042.823364793883,500000,1,0,1,0,,,,0.45259425,🟢 低风险
R1487,237,37464.90631594622,100000,1,1,2,1,,,,0.9150839,🔴 高风险
R1488,98,30271.51035893151,50000,2,0,4,1,,,,0.37353373,🟢 低风险
R1489,119,28083.595496657083,500000,3,0,1,1,,,,0.89841264,🔴 高风险
R1490,54,18803.4109752685,500000,1,0,3,1,,,,0.53199893,🟠 中风险
R1491,93,35142.80735720484,100000,1,0,3,0,,,,0.3450627,🟢 低风险
R1492,51,17819.94368878876,100000,2,0,3,1,,,,0.5777159,🟠 中风险
R1493,15,19687.38585845754,100000,1,0,1,1,,,,0.95367587,🔴 高风险
R1494,184,21699.74539749269,50000,0,0,2,1,,,,0.71516615,🟠 中风险
R1495,220,27018.23040543344,200000,4,0,1,1,,,,0.9176442,🔴 高风险
R1496,193,26369.080790029853,50000,2,0,2,0,,,,0.6469803,🟠 中风险
R1497,124,15248.747215553967,100000,1,0,2,0,,,,0.42628402,🟢 低风险
R1498,95,14670.062805740465,200000,2,0,1,0,,,,0.66554016,🟠 中风险
R1499,398,26399.029571520845,500000,1,1,4,1,,,,0.97806084,🔴 高风险
R1500,146,27152.365838912327,50000,2,0,2,1,,,,0.4086686,🟢 低风险
R1501,130,16066.488751771272,100000,2,0,1,0,,,,0.5573712,🟠 中风险
R1502,5,4128.119303215461,100000,1,0,4,1,,,,0.9232374,🔴 高风险
R1503,83,17926.839039917555,200000,1,0,4,1,,,,0.4966455,🟢 低风险
R1504,95,26235.257988258585,50000,1,0,1,0,,,,0.43692935,🟢 低风险
R1505,101,38054.168464197806,500000,1,0,1,1,,,,0.45657998,🟢 低风险
R1506,173,8020.42037659338,500000,0,0,4,0,,,,0.5339711,🟠 中风险
R1507,152,15734.287471694264,200000,1,0,1,0,,,,0.52499884,🟠 中风险
R1508,187,16105.964384746234,200000,0,0,4,0,,,,0.51532155,🟠 中风险
R1509,289,33558.053394315015,500000,1,0,4,0,,,,0.24610864,🟢 低风险
R1510,335,19650.584995413672,200000,3,0,4,1,,,,0.9651962,🔴 高风险
R1511,253,10926.734406277345,200000,0,0,3,1,,,,0.39589155,🟢 低风险
R1512,622,25586.9528292182,50000,1,0,1,1,,,,0.5064728,🟠 中风险
R1513,3,15953.614799590536,200000,2,0,3,0,,,,0.79610693,🟠 中风险
R1514,43,7756.127266420455,100000,2,0,1,0,,,,0.2912592,🟢 低风险
R1515,1,11072.266927238494,100000,0,0,2,1,,,,0.97128594,🔴 高风险
R1516,208,37340.41954422619,100000,1,0,3,1,,,,0.7276954,🟠 中风险
R1517,456,23842.092216494624,200000,0,1,1,1,,,,0.945761,🔴 高风险
R1518,55,21077.60055452543,500000,0,0,1,1,,,,0.4751176,🟢 低风险
R1519,523,17501.06264187954,100000,1,0,4,1,,,,0.57232386,🟠 中风险
R1520,12,22921.48842118799,50000,2,0,2,1,,,,0.86611545,🔴 高风险
R1521,544,22802.35946002494,200000,2,0,2,0,,,,0.340189,🟢 低风险
R1522,86,22921.68828207326,500000,1,0,1,1,,,,0.4645775,🟢 低风险
R1523,21,21148.45090277753,500000,1,0,2,1,,,,0.96254283,🔴 高风险
R1524,133,28687.983383055493,200000,2,0,2,1,,,,0.5531901,🟠 中风险
R1525,59,20231.04346000731,200000,0,0,3,0,,,,0.54668003,🟠 中风险
R1526,67,10220.611644473613,50000,0,0,2,1,,,,0.48821318,🟢 低风险
R1527,73,13875.771090991318,200000,1,0,2,0,,,,0.66525036,🟠 中风险
R1528,324,1000.0,200000,1,0,4,0,,,,0.28311568,🟢 低风险
R1529,154,40268.17116042392,500000,0,0,4,1,,,,0.82036924,🔴 高风险
R1530,74,28627.545919526867,100000,1,0,3,1,,,,0.6001894,🟠 中风险
R1531,188,11699.29504870763,100000,0,0,1,0,,,,0.5841457,🟠 中风险
R1532,251,17181.551506029,500000,2,0,4,1,,,,0.83390886,🔴 高风险
R1533,63,13631.235257935668,200000,0,0,3,1,,,,0.6836738,🟠 中风险
R1534,106,35425.47211374117,50000,1,0,2,1,,,,0.56605786,🟠 中风险
R1535,25,5801.228357290711,100000,0,0,3,1,,,,0.95747566,🔴 高风险
R1536,39,21144.7605881878,200000,1,1,4,0,,,,0.6472031,🟠 中风险
R1537,228,18914.721574351523,100000,0,0,2,1,,,,0.4383832,🟢 低风险
R1538,40,28268.386307091143,500000,1,0,3,1,,,,0.53782594,🟠 中风险
R1539,148,18959.90772275305,100000,1,0,4,0,,,,0.36847976,🟢 低风险
R1540,246,2417.911233445648,500000,2,0,3,1,,,,0.6317619,🟠 中风险
R1541,22,17488.821653575593,500000,2,0,1,1,,,,0.9591807,🔴 高风险
R1542,167,10278.37782056675,500000,1,0,2,1,,,,0.5111471,🟠 中风险
R1543,59,20795.795465565607,50000,2,0,3,1,,,,0.5343376,🟠 中风险
R1544,658,34341.770365203265,200000,0,0,3,1,,,,0.783999,🟠 中风险
R1545,132,2605.7475576772194,500000,2,0,2,1,,,,0.6056752,🟠 中风险
R1546,327,11997.772646000962,500000,1,0,4,0,,,,0.3742648,🟢 低风险
R1547,159,14473.07046216503,100000,2,0,3,0,,,,0.8091524,🔴 高风险
R1548,8,16183.689045867886,200000,1,0,4,1,,,,0.86465305,🔴 高风险
R1549,200,27401.25664105244,50000,0,0,1,1,,,,0.6771617,🟠 中风险
R1550,604,18264.555824386123,50000,1,0,2,0,,,,0.30741543,🟢 低风险
R1551,184,24158.02725720445,100000,2,0,4,0,,,,0.37575707,🟢 低风险
R1552,342,13742.269562682235,50000,0,0,4,0,,,,0.3890771,🟢 低风险
R1553,431,22299.243454179374,100000,0,0,4,1,,,,0.5802711,🟠 中风险
R1554,51,27777.97630877715,200000,1,0,1,0,,,,0.57532007,🟠 中风险
R1555,47,12677.004502629115,100000,1,0,2,0,,,,0.55094635,🟠 中风险
R1556,188,27813.58119806515,100000,1,0,4,1,,,,0.6069311,🟠 中风险
R1557,105,20523.727687275685,500000,2,0,4,0,,,,0.48192787,🟢 低风险
R1558,366,30454.602404822526,50000,3,0,1,1,,,,0.9015785,🔴 高风险
R1559,460,17985.800999230265,200000,1,1,2,1,,,,0.97813123,🔴 高风险
R1560,87,23812.44655162099,200000,2,0,3,1,,,,0.6620364,🟠 中风险
R1561,54,19593.9376832147,500000,1,0,2,0,,,,0.49036297,🟢 低风险
R1562,303,19037.87737959421,100000,0,0,3,1,,,,0.55956477,🟠 中风险
R1563,64,22589.304282256897,200000,1,0,1,0,,,,0.4908024,🟢 低风险
R1564,345,25368.07469224904,200000,1,0,3,1,,,,0.5795173,🟠 中风险
R1565,110,7504.350880759948,100000,1,0,1,1,,,,0.6798022,🟠 中风险
R1566,220,34336.33608817878,100000,0,0,3,1,,,,0.59595186,🟠 中风险
R1567,20,1403.3695945020154,200000,1,0,1,1,,,,0.94924253,🔴 高风险
R1568,195,13151.87890261104,100000,0,0,2,1,,,,0.72595346,🟠 中风险
R1569,120,19057.309292351,50000,1,0,2,1,,,,0.5567898,🟠 中风险
R1570,176,24123.55969085948,200000,1,0,3,1,,,,0.51004094,🟠 中风险
R1571,36,35761.72527741379,100000,1,0,2,1,,,,0.8651932,🔴 高风险
R1572,267,1417.0851177489276,200000,1,1,3,1,,,,0.96892786,🔴 高风险
R1573,397,14923.058716102893,200000,0,0,1,0,,,,0.25884455,🟢 低风险
R1574,48,1000.0,500000,0,0,4,0,,,,0.45157105,🟢 低风险
R1575,20,20316.21973910248,50000,0,0,1,0,,,,0.74139994,🟠 中风险
R1576,4,22716.835845000307,50000,0,0,4,1,,,,0.98323995,🔴 高风险
R1577,205,35907.95742171253,500000,0,0,2,0,,,,0.38629723,🟢 低风险
R1578,186,21206.347608934542,500000,0,0,2,0,,,,0.45508265,🟢 低风险
R1579,158,30440.2512944238,200000,1,0,3,1,,,,0.52931553,🟠 中风险
R1580,52,25838.37081539059,50000,0,0,3,0,,,,0.54387724,🟠 中风险
R1581,99,15647.518029948318,500000,0,0,4,1,,,,0.6226938,🟠 中风险
R1582,180,5910.392532079606,100000,1,0,1,0,,,,0.34340882,🟢 低风险
R1583,137,22750.022982918108,200000,2,0,4,0,,,,0.32827556,🟢 低风险
R1584,881,5078.979828546362,50000,0,0,4,1,,,,0.7393853,🟠 中风险
R1585,29,32952.07072669644,200000,1,0,1,1,,,,0.7878922,🟠 中风险
R1586,237,18379.37897963176,200000,2,1,3,1,,,,0.9153898,🔴 高风险
R1587,103,31951.774115114164,100000,2,0,2,1,,,,0.60398424,🟠 中风险
R1588,111,15197.855658676006,100000,0,0,2,0,,,,0.4876125,🟢 低风险
R1589,252,22688.50786400992,500000,3,0,3,1,,,,0.8681662,🔴 高风险
R1590,235,22093.488573346887,100000,1,0,4,1,,,,0.6242757,🟠 中风险
R1591,947,19549.55881989076,50000,1,0,3,0,,,,0.38678116,🟢 低风险
R1592,27,15673.40486603408,500000,1,0,4,1,,,,0.883884,🔴 高风险
R1593,21,23924.5601847052,50000,2,0,2,1,,,,0.9763417,🔴 高风险
R1594,257,10738.367365167916,50000,0,0,4,1,,,,0.54746324,🟠 中风险
R1595,172,7905.646710409414,500000,2,0,2,1,,,,0.4436107,🟢 低风险
R1596,64,32428.26893326828,100000,4,0,2,1,,,,0.92500424,🔴 高风险
R1597,16,27271.679888921004,200000,1,0,4,1,,,,0.8723616,🔴 高风险
R1598,17,20658.9160860224,100000,1,1,2,1,,,,0.99368405,🔴 高风险
R1599,449,36651.42382543781,50000,2,0,3,1,,,,0.59535664,🟠 中风险
R1600,42,17322.34481275155,50000,1,0,4,1,,,,0.6636507,🟠 中风险
R1601,78,33227.03219988979,500000,1,0,1,1,,,,0.72751004,🟠 中风险
R1602,51,21755.74084925821,50000,0,0,2,1,,,,0.698192,🟠 中风险
R1603,87,9752.492499236098,500000,3,0,4,1,,,,0.9749903,🔴 高风险
R1604,14,38480.4019177085,500000,4,0,4,1,,,,0.99458545,🔴 高风险
R1605,146,29907.10846624085,100000,2,0,4,0,,,,0.24110776,🟢 低风险
R1606,14,18789.789689904355,50000,2,0,1,1,,,,0.9276315,🔴 高风险
R1607,322,27271.712595339493,100000,0,0,1,1,,,,0.56073236,🟠 中风险
R1608,53,15962.965660020933,200000,1,0,2,1,,,,0.71861404,🟠 中风险
R1609,155,28291.49035059542,100000,1,0,3,0,,,,0.60002154,🟠 中风险
R1610,424,1000.0,50000,0,0,1,1,,,,0.9000519,🔴 高风险
R1611,210,9801.986663054064,200000,1,0,1,0,,,,0.45017976,🟢 低风险
R1612,152,29792.597442869628,50000,3,0,4,1,,,,0.88541806,🔴 高风险
R1613,78,17503.444617810805,200000,0,0,4,0,,,,0.448335,🟢 低风险
R1614,80,22075.42294888742,50000,0,0,3,1,,,,0.3621016,🟢 低风险
R1615,221,6532.143378845654,100000,0,0,2,0,,,,0.29052135,🟢 低风险
R1616,1027,38478.66995702103,50000,0,0,4,0,,,,0.44355342,🟢 低风险
R1617,216,31905.296437176767,500000,1,0,2,0,,,,0.5277729,🟠 中风险
R1618,163,17993.147816246703,500000,1,0,3,1,,,,0.5198335,🟠 中风险
R1619,262,15953.041431366735,100000,1,0,3,0,,,,0.5558301,🟠 中风险
R1620,125,30296.04361419693,100000,0,0,1,1,,,,0.5411305,🟠 中风险
R1621,12,39824.70450168928,200000,2,0,2,1,,,,0.9820555,🔴 高风险
R1622,165,29537.602558113536,100000,3,0,4,1,,,,0.97166014,🔴 高风险
R1623,632,41718.026673966015,500000,0,0,4,1,,,,0.7318695,🟠 中风险
R1624,38,10776.48670938082,100000,1,0,2,0,,,,0.7231718,🟠 中风险
R1625,234,11806.131695012093,500000,0,0,4,1,,,,0.58740807,🟠 中风险
R1626,44,8110.588819466513,100000,0,0,4,1,,,,0.4852134,🟢 低风险
R1627,153,24417.606496494795,500000,0,0,4,1,,,,0.67524695,🟠 中风险
R1628,20,21756.0354980437,200000,1,1,4,1,,,,0.9954135,🔴 高风险
R1629,119,18480.48876528014,50000,1,0,3,1,,,,0.45801455,🟢 低风险
R1630,282,28092.586281232987,50000,2,0,3,1,,,,0.6333215,🟠 中风险
R1631,85,32323.286052146643,500000,1,0,4,1,,,,0.26090956,🟢 低风险
R1632,218,4743.37590713158,100000,3,0,2,1,,,,0.9597559,🔴 高风险
R1633,317,14030.279720988843,100000,0,0,4,1,,,,0.5759117,🟠 中风险
R1634,523,28201.4359412306,50000,0,0,2,0,,,,0.43362996,🟢 低风险
R1635,53,15322.61316141418,500000,0,0,2,0,,,,0.702112,🟠 中风险
R1636,101,12017.93923641846,100000,0,0,1,1,,,,0.5368965,🟠 中风险
R1637,33,30185.374276503942,50000,0,0,1,0,,,,0.33728227,🟢 低风险
R1638,978,7104.9993027602,500000,2,0,1,0,,,,0.12881511,🟢 低风险
R1639,523,16984.20192208895,200000,6,0,2,1,,,,0.85464334,🔴 高风险
R1640,155,23286.44025804809,100000,2,0,2,0,,,,0.49181175,🟢 低风险
R1641,369,14261.800860898811,100000,0,0,2,0,,,,0.34186822,🟢 低风险
R1642,147,27831.55656013175,500000,2,0,2,0,,,,0.58453584,🟠 中风险
R1643,195,14311.23024802631,50000,0,0,2,1,,,,0.50929314,🟠 中风险
R1644,18,34086.19493445919,500000,1,0,3,1,,,,0.98285264,🔴 高风险
R1645,281,18742.537025042275,50000,1,0,4,1,,,,0.4510502,🟢 低风险
